seller_id,seller_city,seller_state,total_orders,total_transaction_revenue,total_freight_value,total_payment_value,average_order_value,average_review_score,first_order_month,last_order_month,active_months,total_products_sold,processing_time_days,total_subscription_fee
2e3be8a987a30d7544dbbda6861cc14e,belo horizonte,MG,1.0,293.54,261.16,2935.45,114.995,4.0,2017-02,2018-07,11,2,1.9359953703703705,504.9
2e7ea2aafec5835e781b21d6d1faf1f1,sao paulo,SP,3.0,48.28,103.87,482.77,65.0,4.5,2018-07,2018-08,2,1,1.6358449074074075,91.8
2e90cb1677d35cfe24eef47d441b7c87,sao paulo,SP,7.0,1945.0,2834.01,19450.2,99.9,5.0,2017-03,2018-08,17,4,1.5852141203703702,780.3
2ea0861cc19e94cad86438c984c52da4,sao paulo,SP,2.0,24.21,62.449999999999996,242.04,24.55,3.5,2018-05,2018-07,3,1,0.7554050925925926,137.7
2eb70248d66e0e3ef83659f71b244378,campinas,SP,30.0,4542.48,3068.1,45426.11,145.95,3.0,2018-02,2018-07,6,3,9.433917824074074,275.4
2ec6e37d992a95eaddb3369dcbcc76d9,porto alegre,RS,1.0,38.82,31.15,388.24,79.9,2.0,2017-08,2017-10,2,2,4.313310185185185,91.8
2ee0a0689f2f6a72f35a7cb6033f6e7e,presidente prudente,SP,4.0,32.49,52.84,324.84000000000003,68.0,4.0,2017-11,2017-11,1,1,0.707019675925926,45.9
2eeb6531ee027a48d401e72bebdd87d3,sao jose dos campos,SP,3.0,7.869999999999999,40.0,78.7,9.9,4.0,2017-02,2017-02,1,1,1.0426273148148149,45.9
2ef086a599b597572aca4433b7ed6b3d,jaragua do sul,SC,1.0,6.41,15.1,64.1,49.0,5.0,2018-01,2018-01,1,1,1.2727777777777778,45.9
2f09f7d37a97956d11cc1a7cadd5262b,ribeirao preto,SP,1.0,115.47999999999999,126.91,1154.88,80.0,5.0,2017-02,2017-09,6,2,4.574247685185185,275.4
2f1e7b90e01d9f086cbcb301c0c3d406,blumenau,SC,1.0,7.17,12.66,71.66,59.0,5.0,2017-11,2017-11,1,1,0.8508796296296296,45.9
2f3d8b4c9e2ee165075331fea3f3095a,sao jose,SC,1.0,14.74,17.35,147.35,130.0,5.0,2017-10,2017-10,1,1,5.076203703703704,45.9
2f4b0d3b9634b647d4edee577d7ebb7e,sao paulo,SP,3.0,46.11,84.41,460.89,34.9,5.0,2018-01,2018-03,3,2,3.8972800925925926,137.7
2f4b9d112bfa44a214bc6cef085d17c8,afonso claudio,ES,1.0,48.54,119.27000000000001,485.44000000000005,29.095,4.0,2016-10,2017-04,5,2,2.301886574074074,229.5
2f73e04d12cdf0c945ded66bb3fcf6c7,cachoeiro de itapemirim,ES,1.0,146.07999999999998,101.85,1460.85,379.0,4.0,2017-02,2018-08,3,1,1.9974074074074073,137.7
2f74af7a0ee5636f12c2336f9fffed47,sao paulo,SP,2.0,72.44,173.10999999999999,724.47,39.4,5.0,2017-06,2017-11,5,1,3.4083969907407408,229.5
2f9b7ce230a057a98a9f5df5893ee36c,barueri,SP,1.0,17.189999999999998,30.03,171.85,70.91,4.5,2017-05,2017-06,2,1,3.725746527777778,91.8
2fa13c8bd5705d279f7ed5cc9ec61c68,sao paulo,SP,1.0,39.75,61.3,397.52,23.5,5.0,2018-04,2018-07,2,3,1.7027662037037037,91.8
2fb25ab44bdbeae6a4d816e0d0c9d500,volta redonda,RJ,1.0,76.14,78.21000000000001,761.29,78.99,5.0,2017-08,2018-06,3,1,2.6278703703703705,137.7
2fdde51ad3e12f297da656d4fbd5d0b5,joinville,SC,1.0,635.48,551.92,6354.92,449.0,5.0,2017-04,2017-10,5,1,1.878425925925926,229.5
2ff6b7bff164ef05590a52734e1296da,londrina,PR,1.0,195.52,151.53,1955.12,150.0,5.0,2017-11,2018-05,5,1,1.0641898148148148,229.5
2ff97219cb8622eaf3cd89b7d9c09824,salto,SP,11.0,623.78,1269.41,6238.3,32.9,5.0,2018-02,2018-08,7,3,0.9247337962962963,321.3
3076499bbc033a927bf4a8a41bcf7fd4,auriflama,SP,1.0,122.08,124.3,1220.63,46.84,5.0,2018-05,2018-08,4,3,1.4039814814814815,183.6
3078096983cf766a32a06257648502d1,scao jose do rio pardo,SP,4.0,1150.7,1397.41,11506.710000000001,103.395,5.0,2017-05,2018-05,13,5,1.136898148148148,596.6999999999999
30829ded4523ab9224b93bc49a62c95f,parai,RS,2.0,1656.6100000000001,638.0,16565.89,190.9,4.0,2018-01,2018-08,7,4,2.6409375,321.3
3092c0b297aacfb4bb6e056ebe13b9b8,aruja,SP,3.0,136.52,366.73,1365.2,69.9,5.0,2018-01,2018-06,5,2,3.107037037037037,229.5
30a2f535bb48308f991d0b9ad4a8c4bb,santa barbara d'oeste,SP,4.0,871.04,1089.76,8711.07,49.9,5.0,2017-02,2018-07,15,3,0.8604861111111111,688.5
30a81d8cf85fb2ada1b1b094c9583a95,sao paulo,SP,3.0,170.89,167.98,1708.6,57.99,5.0,2018-02,2018-08,5,2,0.9932002314814814,229.5
30c7f28fd3a5897b2c82d152bb760c17,niteroi,RJ,1.0,203.84,298.87,2038.36,129.9,1.0,2017-04,2017-11,3,1,12.19269675925926,137.7
312ba1d77e9c332ef21f9598b7f64cd7,guarulhos,SP,1.0,61.54,102.41,615.41,81.0,3.0,2018-01,2018-07,5,1,8.57,229.5
31344c16881c08a8a72c6d2eb29918c1,uba,MG,2.0,1182.78,2701.35,11827.78,249.9,5.0,2017-01,2018-08,15,1,3.0888078703703705,688.5
31561f325664a8a7aba4c8d0c3a9b3db,sao paulo,SP,11.0,335.27,610.03,3352.7599999999998,49.9,5.0,2018-06,2018-08,3,2,1.4150462962962962,137.7
318f287a62ab7ac10b703ac37435a231,sao paulo,SP,3.0,599.14,1113.82,5991.99,22.5,5.0,2017-02,2018-08,17,4,3.0013252314814816,780.3
31ae0774c17fabd06ff707cc5bde005f,americana,SP,1.0,757.0600000000001,850.82,7570.67,589.99,5.0,2017-05,2018-08,9,1,0.9628703703703704,413.09999999999997
31be790e64fc99f8ff48ec2bd18a3104,sao bernardo do campo,SP,3.0,31.36,72.28,313.68,44.9,4.5,2018-07,2018-08,2,1,3.9887499999999996,91.8
31da954dc0855f2495c6310f70a2f931,araras,SP,3.0,637.99,449.71,6379.93,59.0,5.0,2017-09,2018-08,9,2,0.8733506944444445,413.09999999999997
31e60bf8d103ce47932a85f5562deb16,goiania,GO,1.0,23.9,58.04,239.04,181.0,5.0,2018-07,2018-07,1,1,0.8071990740740741,45.9
31eec405c9bb71dec8e2629a92e764fa,cachoeiro de itapemirim,ES,1.0,42.71,170.24,427.13,56.9,5.0,2018-06,2018-08,3,1,0.6918055555555556,137.7
323ce52b5b81df2cd804b017b7f09aa7,sao paulo,SP,3.0,266.85,374.1,2668.5,49.9,5.0,2018-01,2018-08,8,1,3.795208333333333,367.2
324583d68897f5ddbaf38f6248322176,sao jose do rio preto,SP,2.0,25.74,43.989999999999995,257.43,28.0,1.0,2018-02,2018-02,1,2,2.242048611111111,45.9
325f3178fb58e2a9778334621eecdbf9,taboao da serra,SP,3.0,254.76,463.52,2547.09,19.9,5.0,2017-03,2018-01,11,3,1.0431134259259258,504.9
327b89b872c14d1c0be7235ef4871685,manaus,AM,1.0,125.88000000000001,81.8,1258.8,114.0,1.0,2017-02,2017-03,2,1,3.57599537037037,91.8
3289d8c3eef4873f91ce0b1343c0dd58,praia grande,SP,1.0,21.93,19.28,219.27,199.99,5.0,2018-05,2018-05,1,1,2.8398958333333333,45.9
328acb143b4a73aad6bee8e734f5d20d,foz do iguacu,PR,2.0,73.48,34.769999999999996,734.75,349.99,4.0,2017-02,2017-02,1,1,2.4696180555555554,45.9
3296662b1331dea51e744505065ae889,catanduva,SP,1.0,54.55,27.71,545.51,517.8,5.0,2018-08,2018-08,1,1,1.077199074074074,45.9
32b8764b4ef628b53608fc34011fcc13,lages,SC,5.0,1336.19,2849.4700000000003,13361.93,195.0,5.0,2018-03,2018-08,6,3,1.545949074074074,275.4
32e5635e63cb374eb63afdd242fb6134,rio de janeiro,RJ,1.0,92.78999999999999,35.64,927.8199999999999,910.0,5.0,2017-08,2017-08,1,1,3.056574074074074,45.9
32f1bb9dfa65bc7df5c0d9d95a616be4,sao paulo,SP,1.0,34.94,48.31,349.4,39.9,5.0,2018-03,2018-08,4,2,1.638414351851852,183.6
32f83ffe11cd40f7adcf4eef171f52d9,uruguaiana,RS,1.0,4.51,15.1,45.09,29.99,5.0,2017-11,2017-11,1,1,2.5712152777777777,45.9
32fdd5d44ecb43dfd6a24b9369eca144,carmo do cajuru,MG,2.0,61.79,138.68,617.88,59.9,5.0,2017-03,2017-05,3,1,1.2326388888888888,137.7
333c4210e76a1aa2ab817b99437e3ff1,vargem grande do sul,SP,1.0,40.24,67.43,402.43,167.5,5.0,2018-07,2018-08,2,1,0.4028819444444445,91.8
3340ef1913fb70d28420f6ceb685c339,maringa,PR,3.0,1188.73,780.06,11887.28,180.99,5.0,2017-01,2017-11,9,3,1.1708449074074074,413.09999999999997
334cab711dee080b079fa5779b584783,santo andre,SP,2.0,443.13,319.28,4431.02,49.9,5.0,2018-04,2018-07,4,7,0.8639351851851852,183.6
33576ec5412fb5905d876f12f33bfde6,curitiba,PR,3.0,348.9,587.88,3488.68,89.0,5.0,2017-07,2018-06,9,2,3.4986342592592594,413.09999999999997
3361277dc30b7cccdb0c286b24219756,maringa,PR,1.0,920.47,635.85,9204.48,58.55,5.0,2017-02,2018-08,17,7,2.9618055555555554,780.3
3364a91ec4d56c98e44174de954b94f6,porto velho,RO,1.0,393.22,273.91,3932.1400000000003,439.99,5.0,2017-04,2017-08,4,2,1.300133101851852,183.6
33a17d60c64393351ebf1ef860f4e0f2,porto alegre,RS,3.0,1094.92,1288.96,10948.84,150.97,5.0,2017-07,2018-08,13,2,2.227592592592593,596.6999999999999
33a6f4b1e7cdc205511e76ba1b6e0186,guarulhos,SP,12.0,1648.6,1902.2,16486.26,79.99,5.0,2018-01,2018-08,8,3,1.275630787037037,367.2
33ab10be054370c254ddfcf0a6253422,rio de janeiro,RJ,2.0,26.55,52.33,265.53,54.05,5.0,2018-06,2018-08,2,1,0.8473437500000001,91.8
33ac3e28642ab8bda860a2f693000e78,cotia,SP,2.0,449.12,514.38,4491.51,104.9,5.0,2017-02,2018-07,17,2,2.1308796296296295,780.3
33c51922b6e3c16b24a8f28e5833c99d,londrina,PR,2.0,744.91,323.49,7448.88,290.5,5.0,2017-12,2018-08,7,2,5.6178587962962965,321.3
33cbbec1e7e1044aaf11d152172c776f,bento goncalves,RS,2.0,114.91,384.4,1149.04,41.52,5.0,2018-04,2018-08,5,2,0.6423958333333334,229.5
33cbda8716511e27e556dff9d8418bf2,blumenau,SC,1.0,74.18,108.17,741.75,58.400000000000006,5.0,2017-03,2018-06,5,2,1.718900462962963,229.5
33d677f27a69b84051204ee4ae76eaca,joinville,SC,2.0,41.48,173.49,414.93,14.9,5.0,2018-03,2018-07,4,2,2.704299768518519,183.6
33dd941c27854f7625b968cc6195a552,vila velha,ES,1.0,716.84,380.91,7168.41,1377.5,5.0,2018-05,2018-08,3,1,1.6922106481481483,137.7
33fd411ed63a7c2f9005e3f065d9f85d,condor,RS,1.0,4.31,18.23,43.13,24.9,4.0,2018-04,2018-04,1,1,0.6314467592592593,45.9
34056b8b55c1775a22af2331670a799c,penapolis,SP,9.0,814.99,1751.51,8150.21,64.8,5.0,2017-11,2018-08,8,1,1.0151157407407407,367.2
340636a908b13bbe0f4fb63fbe1d0c03,sao jose dos campos,SP,1.0,52.65,36.0,526.5,169.8,5.0,2018-04,2018-05,2,1,2.789861111111111,91.8
343e716476e3748b069f980efbaa294e,campinas,SP,1.0,224.82,288.93,2248.09,39.9,5.0,2017-04,2018-08,11,3,4.935532407407408,504.9
3442033154be05bac582e173ef54fd12,sao paulo,SP,1.0,16.94,8.39,169.39,161.0,5.0,2018-08,2018-08,1,1,0.5914814814814815,45.9
344223b2a90784f64136a8a5da012e7f,gaspar,SC,1.0,2.77,16.79,27.69,10.9,2.0,2018-01,2018-01,1,1,5.513310185185185,45.9
3442f8959a84dea7ee197c632cb2df15,campinas,SP,1.0,39.22,27.9,392.18,101.7,3.0,2017-05,2017-08,2,2,6.554675925925926,91.8
34675b28b826facfde119785bf287dc1,cascavael,PR,1.0,3.71,15.1,37.09,21.99,4.0,2017-08,2017-08,1,1,0.8228009259259259,45.9
3481aa57cd91f9f9d3fa1fa12d9a3bf7,capivari,SP,3.0,245.92,820.49,2459.28,70.72,5.0,2016-10,2017-08,7,1,4.060995370370371,321.3
3492e68f37fd1df87f4f2f2ea247f445,salto,SP,2.0,109.36,169.4,1093.7,60.99,4.0,2018-05,2018-08,3,2,1.2770717592592593,137.7
34a557286ead8fe75c989e0afcf7d98c,franca,SP,1.0,38.55,45.59,385.49,79.9,5.0,2018-05,2018-08,3,1,2.4554050925925925,137.7
34d1ca11b242c0fee2c834ae8d788566,congonhas,MG,2.0,1360.8899999999999,954.8199999999999,13608.44,240.35,5.0,2017-03,2018-08,16,2,1.1330266203703703,734.4
34f563c82a85b99ae9e6d60db5fc2e28,campo bom,RS,2.0,402.77,246.2,4027.7000000000003,187.9,5.0,2018-04,2018-08,4,1,2.5927430555555553,183.6
3504c0cb71d7fa48d967e0e4c94d59d9,maua,SP,10.0,305.03,732.1,3050.26,44.99,5.0,2017-07,2017-11,5,2,1.5289641203703703,229.5
35281d148dcf7134bae913c57db4e6da,sao paulo,SP,1.0,13.7,17.03,137.02,119.99,5.0,2018-07,2018-07,1,1,3.4644675925925927,45.9
353e21e8bf8de2722b4fae1636664b76,canoas,RS,1.0,41.540000000000006,91.89,415.32,58.5,2.0,2018-02,2018-06,4,2,2.0306944444444444,183.6
35857757f553273b1056c1cabdace7fb,ribeirao preto,SP,1.0,57.34,140.04,573.34,85.0,4.0,2017-07,2018-03,5,1,1.8957175925925926,229.5
3586b8580d9c917874e053a1bb37b5ff,araraquara,SP,2.0,322.69,827.65,3226.67,36.9,5.0,2017-05,2018-08,13,3,1.1024305555555556,596.6999999999999
35b96509602ec4b7da831b5cd73ff2c2,sao leopoldo,RS,1.0,60.64,47.55,606.45,279.45,4.5,2018-05,2018-08,2,1,1.499565972222222,91.8
35ef5aa32949680f627efec3c23e705c,sombrio,SC,1.0,87.21,156.81,872.13,28.9,4.0,2017-03,2017-07,3,3,2.5719444444444446,137.7
35fb511489d9ee3ee27a76debce9df06,londrina,PR,1.0,58.68,172.29000000000002,586.79,35.0,4.0,2017-02,2018-04,6,1,4.579375,275.4
3606774ec64634822d78dc2db6d37045,sao caetano do sul,SP,1.0,19.63,16.37,196.27,179.9,5.0,2016-10,2016-10,1,1,8.870358796296296,45.9
365e445f796710c3431557e85caa25db,sao paulo,SP,1.0,152.35999999999999,79.3,1523.73,214.0,4.0,2017-02,2017-06,3,2,0.798125,137.7
365e4bce19bda0082c3d15d83fdb8bcd,sao caetano do sul,SP,1.0,96.45,98.61999999999999,964.4,89.9,5.0,2018-01,2018-06,5,2,1.9291898148148148,229.5
36890be00bbfc1cdb9a4a38a6af05a69,osasco,SP,4.0,155.09,258.37,1550.88,97.2,5.0,2018-06,2018-08,3,1,2.254253472222222,137.7
36a968b544695394e4e9d7572688598f,santos,SP,8.0,1020.91,2162.37,10207.82,14.9,4.0,2017-02,2018-08,17,3,2.750451388888889,780.3
36f98ad67cc981f50ce8aed093d5783c,toledo,PR,1.0,15.86,39.22,158.62,59.7,4.0,2018-07,2018-08,2,1,0.37389467592592596,91.8
37303482a42fb700d8d127e70a9cd6c8,campinas,SP,1.0,6.7,8.11,67.01,58.9,5.0,2017-12,2017-12,1,1,1.1299768518518518,45.9
373ee4a3a775a733770ca3f790b8b9ac,rio de janeiro,RJ,1.0,385.18,320.3,3851.6,43.635,5.0,2017-02,2018-05,10,6,4.131903935185186,459.0
37515688008a7a40ac93e3b2e4ab203f,dracena,SP,17.0,1061.43,3449.61,10609.53,24.5,5.0,2017-07,2018-07,13,3,4.657384259259259,596.6999999999999
376a891762bbdecbc02b4b6adec3fdda,goiania,GO,4.0,813.96,1344.89,8138.85,80.0,5.0,2017-05,2018-05,13,2,0.7832696759259259,596.6999999999999
376d67b61dce0c990155286e7ae486a4,sao paulo,SP,1.0,11.19,17.91,111.91,94.0,4.0,2018-03,2018-03,1,1,1.1620833333333334,45.9
3771c85bac139d2344864ede5d9341e3,sorocaba,SP,3.0,332.13,445.43,3321.04,39.9,4.0,2017-05,2017-12,8,4,2.9937152777777776,367.2
377bc18334c78dd2f1535ef22a3ad225,sao jose dos pinhais,PR,1.0,22.44,88.46,224.44,135.98,5.0,2018-08,2018-08,1,1,1.8185995370370371,45.9
3785b653b1b82de85ab47dd139938091,ampere,PR,2.0,305.39,519.17,3054.1299999999997,59.9,5.0,2017-08,2018-08,10,4,0.7539641203703704,459.0
37be5a7c751166fbc5f8ccba4119e043,sao paulo,SP,22.0,6387.7,6159.41,63877.1,205.0,5.0,2017-05,2018-05,12,2,2.218559027777778,550.8
37dd29b36c458d82f74a953c40c43645,limeira,SP,1.0,622.26,479.44,6222.77,553.99,4.5,2017-10,2018-05,6,2,4.293125,275.4
38102b031c2a15e54623d711bfc753d3,mucambo,CE,1.0,146.89,352.41,1468.8700000000001,39.0,4.0,2017-02,2018-02,7,2,5.796701388888889,321.3
381c83fdca332ea6afd896da20bf6e4a,curitiba,PR,3.0,835.51,1033.66,8355.01,113.0,5.0,2017-08,2018-08,13,1,1.896550925925926,596.6999999999999
382229d1e840115ffe3dbf5ff460e417,rio de janeiro,RJ,9.0,541.31,919.62,5413.5,49.9,5.0,2018-04,2018-08,5,2,0.942488425925926,229.5
385799a1cddbd26dfeb9157356a42282,sao paulo,SP,1.0,124.61,146.73000000000002,1246.16,91.99,4.0,2017-03,2017-09,4,3,5.594247685185185,183.6
38874e327ce94d11390b96eb42d61928,itaquaquecetuba,SP,1.0,415.84,378.49,4158.43,699.99,4.0,2016-10,2017-10,4,1,11.596290509259259,183.6
389e45560e33d2d0747f949dcddbc08e,sao jose dos campos,SP,1.0,4.74,8.43,47.43,39.0,5.0,2018-08,2018-08,1,1,0.6811111111111111,45.9
38af8acfd46ac4a7bf754e8ca6736664,sao paulo,SP,1.0,39.8,52.94,397.94,59.0,5.0,2017-11,2018-02,4,1,2.3991087962962965,183.6
38e679b9e0064cd94c6f035707344dae,londrina,PR,2.0,439.47,679.54,4394.75,142.505,5.0,2016-10,2018-01,10,2,1.293402777777778,459.0
38e6dada03429a47197d5d584d793b41,sao paulo,SP,3.0,160.85000000000002,229.57999999999998,1608.43,15.36,5.0,2017-09,2017-10,2,5,5.143344907407408,91.8
38f276ca6e7cc95a6d1bb55ac9e5550f,marilia,SP,1.0,3.68,11.85,36.84,24.99,5.0,2017-11,2017-11,1,1,1.9232523148148148,45.9
3903c788ded8dc03b5ebab37a2f3e9a1,carapicuiba,SP,1.0,24.14,51.269999999999996,241.32999999999998,22.99,4.0,2018-05,2018-08,4,2,5.028888888888889,183.6
391bbd13b6452244774beff1824006ed,campinas,SP,1.0,8.16,17.7,81.6,63.9,1.0,2018-03,2018-03,1,1,14.27576388888889,45.9
391fc6631aebcf3004804e51b40bcf1e,ibitinga,SP,25.0,6889.91,10294.15,68902.52,49.7,5.0,2016-10,2018-08,20,5,2.561070601851852,918.0
392353362d22cc2c236e1ee81ff19890,blumenau,SC,1.0,123.49000000000001,191.97,1234.85,27.47,5.0,2018-04,2018-08,3,3,1.3613715277777776,137.7
392e0502231ae2f8b29994ef6398cd77,cerqueira cesar,SP,2.0,188.29,309.89,1882.79,99.0,5.0,2017-01,2018-03,7,1,2.5230208333333333,321.3
392f7f2c797e4dc077e4311bde2ab8ce,rio de janeiro,RN,2.0,8.86,36.56,88.56,26.0,5.0,2018-08,2018-08,1,1,0.15191550925925926,45.9
3935fe5fe0f82787a9dcb8deb62be09d,sao paulo,SP,3.0,237.39000000000001,419.65999999999997,2373.99,112.99,4.0,2018-04,2018-08,5,2,1.391736111111111,229.5
3968920b9aa752ab98f7d5888c9252f2,bauru,SP,2.0,122.44,157.71,1224.51,55.0,5.0,2018-05,2018-08,4,3,0.9071817129629629,183.6
3969863bb8af7f72580b3b1ffd3a17b3,sao paulo,SP,1.0,116.78,239.95,1167.63,49.9,4.5,2017-11,2018-08,7,2,4.994658564814815,321.3
397c4d0c005b6f41f90098ac724e28cb,santo andre,SP,1.0,862.24,445.37,8622.369999999999,1699.0,4.0,2018-04,2018-08,3,1,4.950393518518519,137.7
3985a3c45be355a4c57fde108bfabd1c,rolante,RS,1.0,64.87,189.78,648.71,44.9,4.0,2017-01,2017-06,5,2,0.5376620370370371,229.5
3986c0b54f6b748b75e7bd4e092aa3e5,curitiba,PR,1.0,4.03,15.28,40.27,24.99,5.0,2018-08,2018-08,1,1,2.738865740740741,45.9
398cb257329ef7af7f1943a8974a3cbc,salvador,BA,1.0,16.14,15.47,161.37,145.9,5.0,2018-07,2018-07,1,1,2.866412037037037,45.9
39a5005f2605cbdb4f9ac14485cabfd1,barretos,SP,1.0,257.81,232.59,2578.36,42.01,5.0,2018-06,2018-08,3,6,1.1769328703703703,137.7
39c763cca83e654764b7a4a650fb9b7c,goiania,GO,1.0,98.42,223.21,984.21,60.0,5.0,2017-09,2018-07,6,1,2.6933796296296295,275.4
39d54ff918774174706fb065d7f9dc07,sao paulo,SP,2.0,248.67000000000002,361.06,2486.72,63.0,5.0,2017-11,2018-07,8,3,1.2115509259259258,367.2
39d61be7a92eb77b7da367bd4845bc0e,sao paulo,SP,1.0,205.68,209.03,2056.7,48.99,5.0,2018-03,2018-08,5,3,5.719131944444444,229.5
39f776d2974049026ff531fc42ef2a3e,goiania,GO,1.0,140.96,90.37,1409.73,94.68,5.0,2018-01,2018-04,2,2,7.661782407407407,91.8
3a1a1fec38dd360f15fc912e821e169d,sao paulo,SP,2.0,247.85999999999999,422.08,2478.61,83.41,5.0,2017-10,2018-05,7,2,3.1227662037037036,321.3
3a3c180dd702a725bd0ba4117689239e,uniao da vitoria,PR,1.0,7.74,35.48,77.38,41.9,4.0,2018-05,2018-05,1,1,2.7511111111111113,45.9
3a3e46d10f74d8a6ca76e2b538f106a0,sao paulo,SP,1.0,130.14,66.67,1301.25,65.0,5.0,2018-02,2018-05,2,4,2.589861111111111,91.8
3a4127e1ba7208ea37044c5092aae170,sao paulo,SP,1.0,192.43,81.45,1924.15,385.0,5.0,2018-04,2018-07,4,1,1.1533217592592593,183.6
3a490ba60afa30ece0e7d50cfe74a4f0,belo horizonte,MG,1.0,169.51,165.87,1695.07,189.9,5.0,2017-04,2017-12,5,1,1.1098032407407408,229.5
3a52d63a8f9daf5a28f3626d7eb9bd28,aguas claras df,SP,1.0,5.28,17.78,52.78,35.0,1.0,2017-02,2017-02,1,1,1.9740162037037037,45.9
3a734b715d333a2588a3d54a0c9b8746,osasco,SP,3.0,482.66,348.3,4826.18,110.0,5.0,2017-08,2018-01,5,6,1.8961574074074075,229.5
3a79f35a2344ede41af21267f61d5ec6,campinas,SP,1.0,29.15,31.71,291.49,186.0,1.0,2017-11,2017-11,1,1,4.499131944444445,45.9
3aa3c89ae3cd482385568be76120f63c,goiania,GO,1.0,4.89,19.04,48.94,29.9,4.0,2018-06,2018-06,1,1,5.459247685185185,45.9
3ab971ce71839580d2ae5b4e40fe8044,sao paulo,SP,11.0,591.64,913.0699999999999,5915.95,119.0,4.0,2018-06,2018-08,3,2,1.2222337962962964,137.7
3ac588cd562971392504a9e17130c40b,limeira,SP,1.0,1.93,14.78,19.29,11.9,5.0,2018-08,2018-08,1,1,5.758831018518518,45.9
3ade81dab5a172b88e1871c28ae05260,sao jose do rio preto,SP,2.0,750.76,1401.23,7507.17,179.0,5.0,2017-10,2018-08,10,2,3.4624537037037038,459.0
3afc536624bc2e65bddfb5db33cc01f3,belo horizonte,MG,1.0,41.9,107.07000000000001,419.07,52.0,4.5,2018-01,2018-06,4,1,2.6950578703703707,183.6
3b15288545f8928d3e65a8f949a28291,ibitinga,SP,5.0,2471.69,2495.23,24717.02,110.99,4.0,2017-03,2018-08,18,6,2.56380787037037,826.1999999999999
3b18f9856c6eb2413eafedb58e9eecd9,santo andre,SP,1.0,33.51,20.09,335.09,315.0,5.0,2018-04,2018-04,1,1,3.2371296296296297,45.9
3b872fd4747f01cc56206f2934198618,ibitinga,SP,3.0,434.21,1205.8,4342.02,109.945,4.5,2017-11,2018-08,8,3,1.3509375000000001,367.2
3bb32fedaa74e4ad20f4ce067733bd31,porto belo,SC,2.0,24.68,58.86,246.9,23.9,5.0,2018-08,2018-08,1,2,0.6936226851851852,45.9
3bb548e3cb7f70f28e3f11ee9dce0e59,maringa,PR,2.0,1298.88,785.97,12989.03,124.88,5.0,2017-03,2018-08,14,4,2.6399074074074074,642.6
3bdff180c7e1f6551a643b99c265a120,sao paulo,SP,3.0,427.86,1026.45,4279.26,29.9,5.0,2017-02,2018-04,15,2,1.1731481481481483,688.5
3be5841cdcc46de4ed3f9116f104b2c5,barueri,SP,2.0,68.79,88.35,687.95,149.9,5.0,2017-01,2017-02,2,1,2.270023148148148,91.8
3be634553519fb6536a03e1358e9fdc7,sao paulo,SP,5.0,995.83,1940.81,9958.75,49.9,4.0,2017-07,2018-08,14,4,1.3188310185185186,642.6
3bfba5a77604f6dfae7e6dd7aaf65821,londrina,PR,4.0,221.82,122.69,2218.19,383.9,5.0,2018-08,2018-08,1,1,0.8247280092592593,45.9
3c010235b7345c92f125d14ee232a76b,mandirituba,PR,7.0,400.53000000000003,427.32,4005.3199999999997,245.0,5.0,2018-07,2018-08,2,1,4.793472222222222,91.8
3c03b12bab54d8b37d79d914bfdb1aa0,sao joao de meriti,RJ,4.0,634.59,663.07,6345.99,83.8,5.0,2017-12,2018-08,9,3,0.9878472222222223,413.09999999999997
3c3017960b2dbd72711a61f0400aab8f,jaragua do sul,SC,2.0,110.76,228.72,1107.62,89.9,5.0,2017-01,2017-04,4,1,0.41158564814814813,183.6
3c487ae8f8d7542beff5788e2e0aea83,gama,DF,2.0,1306.8700000000001,737.02,13068.75,289.9,5.0,2017-08,2018-08,12,4,2.6025520833333333,550.8
3c4e0452bff7a2a788179488d3d77032,colombo,PR,7.0,507.88,638.48,5078.6,99.9,4.0,2017-12,2018-03,4,3,1.390503472222222,183.6
3c7c4a49ec3c6550809089c6a2ca9370,sao paulo,SP,11.0,762.45,1867.67,7623.91,13.99,5.0,2017-09,2018-08,12,3,1.4070717592592592,550.8
3c88ed2e76a2247933a15daa7161eb1c,cosmopolis,SP,1.0,30.62,151.2,306.2,155.0,5.0,2018-02,2018-02,1,1,4.907222222222222,45.9
3ca08eeb8d5595949fed424bd3677742,curitiba,PR,1.0,213.8,551.8,2137.98,134.9,5.0,2017-05,2018-01,8,1,1.972372685185185,367.2
3cfa1358a6caa965278721344c8d76f2,sao bernardo do campo,SP,1.0,322.15,81.25,3221.5299999999997,827.99,5.0,2018-04,2018-06,3,1,0.5678125,137.7
3d01d1c414c44b5943a09619ff3853cb,campinas,SP,4.0,37.68,73.22,376.82000000000005,75.9,5.0,2017-07,2017-07,1,1,0.8612210648148149,45.9
3d0cd21d41671c46f82cd11176bf7277,joinville,SC,1.0,75.17,210.42,751.8399999999999,50.9,5.0,2017-08,2018-08,7,3,2.0368287037037036,321.3
3d2400ac620cffa23ac81bd192f7f555,sao bernardo do campo,SP,1.0,11.39,8.9,113.9,105.0,5.0,2018-08,2018-08,1,1,3.0608449074074073,45.9
3d2531eccfbde1d7c8db7a3a12fb267a,contagem,MG,2.0,205.99,160.23000000000002,2059.7799999999997,99.99,5.0,2018-05,2018-08,4,1,2.276550925925926,183.6
